52.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:08:59.259 (2264871497)|STATEMENT_EXECUTE|[31]
12:08:59.259 (2264878558)|HEAP_ALLOCATE|[31]|Bytes:57
12:08:59.259 (2265014238)|HEAP_ALLOCATE|[31]|Bytes:8
12:08:59.259 (2265026015)|HEAP_ALLOCATE|[31]|Bytes:8
12:08:59.259 (2265033782)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
12:08:59.259 (2265069603)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x34802c30
12:08:59.259 (2265076954)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
12:08:59.259 (2265165547)|VARIABLE_ASSIGNMENT|[4]|apextype|"AccountCurrentPricesHandler.CurrentProductPriceIntWrapper"|0x2f39b588
12:08:59.259 (2265210550)|HEAP_ALLOCATE|[31]|Bytes:8
12:08:59.259 (2265225732)|METHOD_ENTRY|[31]||System.JSON.deserialize(String, System.Type)
12:08:59.259 (2271240243)|METHOD_EXIT|[31]||System.JSON.deserialize(String, System.Type)
12:08:59.259 (2271256389)|VARIABLE_SCOPE_BEGIN|[31]|currentProductPrices|AccountCurrentPricesHandler.CurrentProductPriceIntWrapper|true|false
12:08:59.259 (2271293568)|VARIABLE_ASSIGNMENT|[31]|currentProductPrices|{"Containers":"0x217832be"}|0x732d9c0b
12:08:59.259 (2271302476)|STATEMENT_EXECUTE|[33]
12:08:59.259 (2271307463)|HEAP_ALLOCATE|[33]|Bytes:33
12:08:59.259 (2271561692)|HEAP_ALLOCATE|[33]|Bytes:3568
12:08:59.259 (2271578417)|HEAP_ALLOCATE|[33]|Bytes:3601
12:08:59.259 (2271592249)|USER_DEBUG|[33]|DEBUG|currentProductPrices wrapper --> CurrentProductPriceIntWrapper:[Containers=(ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11057, customerGroup=null, customerPrice=null, depositPrice=1430.0000, description=500L REFIL PLASTIC IBC HEAVY, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=1430.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11050, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=IBC RMX 1000L CONSIGNE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11051, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=1000L REFIL R LIGHT IBC BLACK NON TRACE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11080, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=1000L IBC RSX RETURNABLE ELECTROSTATIC, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11048, customerGroup=null, customerPrice=null, depositPrice=1430.0000, description=800L REFIL PLASTIC IBC HEAVY, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=1430.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=70.00, code=11060, customerGroup=null, customerPrice=null, depositPrice=3500.0000, description=IBC STAINLESS STEEL 800L DRAWN PRESSURE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=3500.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11063, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=1000L IBC 1/2 HEAVY PLASTIC CCS60 RETURN, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=0.0, code=11082, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=CAGE R BRIGHT PLASTIC, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=8.00, code=11052, customerGroup=null, customerPrice=null, depositPrice=22.0000, description=JERRYCAN Y1,9 20L CONSIGNE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=22.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=8.00, code=10045, customerGroup=null, customerPrice=null, depositPrice=60.0000, description=220L REFIL R PLASTIC TH DRUM, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=60.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ...), Prices=null]
12:08:59.259 (2271632079)|STATEMENT_EXECUTE|[35]
12:08:59.259 (2271677766)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Containers":"0x217832be"}|0x732d9c0b
12:08:59.259 (2271696234)|VARIABLE_SCOPE_BEGIN|[35]|containerIntegrationWrapperList|List<AccountCurrentPricesHandler.ContainerWrapper>|true|false
12:08:59.259 (2271719353)|VARIABLE_ASSIGNMENT|[35]|containerIntegrationWrapperList|"List of size 38 too large to display"|0x217832be
12:08:59.259 (2271725943)|STATEMENT_EXECUTE|[36]
12:08:59.259 (2271729630)|HEAP_ALLOCATE|[36]|Bytes:39
12:08:59.259 (2271928511)|HEAP_ALLOCATE|[36]|Bytes:3512
12:08:59.259 (2271942060)|HEAP_ALLOCATE|[36]|Bytes:3551
12:08:59.259 (2271952711)|USER_DEBUG|[36]|DEBUG|containerIntegrationWrapperList is --> (ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11057, customerGroup=null, customerPrice=null, depositPrice=1430.0000, description=500L REFIL PLASTIC IBC HEAVY, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=1430.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11050, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=IBC RMX 1000L CONSIGNE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11051, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=1000L REFIL R LIGHT IBC BLACK NON TRACE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11080, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=1000L IBC RSX RETURNABLE ELECTROSTATIC, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11048, customerGroup=null, customerPrice=null, depositPrice=1430.0000, description=800L REFIL PLASTIC IBC HEAVY, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=1430.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=70.00, code=11060, customerGroup=null, customerPrice=null, depositPrice=3500.0000, description=IBC STAINLESS STEEL 800L DRAWN PRESSURE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=3500.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=37.00, code=11063, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=1000L IBC 1/2 HEAVY PLASTIC CCS60 RETURN, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=0.0, code=11082, customerGroup=null, customerPrice=null, depositPrice=450.0000, description=CAGE R BRIGHT PLASTIC, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=450.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=8.00, code=11052, customerGroup=null, customerPrice=null, depositPrice=22.0000, description=JERRYCAN Y1,9 20L CONSIGNE, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=22.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ContainerWrapper:[address=null, addressCode=null, cleaningAmount=8.00, code=10045, customerGroup=null, customerPrice=null, depositPrice=60.0000, description=220L REFIL R PLASTIC TH DRUM, esq=null, isBulk=null, isSoldTo=null, packWeight=null, profile=null, refundPrice=60.0000, rentalAmount=0.0, unitOfMeasure=null, volume=null, x_currency=EUR], ...)
12:08:59.259 (2271990662)|STATEMENT_EXECUTE|[38]
12:08:59.259 (2272026030)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Containers":"0x217832be"}|0x732d9c0b
12:08:59.259 (2272040403)|VARIABLE_SCOPE_BEGIN|[38]|priceIntegrationWrapperList|List<AccountCurrentPricesHandler.PriceIntegrationWrapper>|true|false
12:08:59.259 (2272052349)|VARIABLE_ASSIGNMENT|[38]|priceIntegrationWrapperList|null|
12:08:59.259 (2272057564)|STATEMENT_EXECUTE|[39]
12:08:59.259 (2272061253)|HEAP_ALLOCATE|[39]|Bytes:35
12:08:59.259 (2272087976)|HEAP_ALLOCATE|[39]|Bytes:39
12:08:59.259 (2272097260)|USER_DEBUG|[39]|DEBUG|priceIntegrationWrapperList is --> null
12:08:59.259 (2272105452)|STATEMENT_EXECUTE|[41]
12:08:59.259 (2272178737)|HEAP_ALLOCATE|[41]|Bytes:4
12:08:59.259 (2272255160)|VARIABLE_SCOPE_BEGIN|[41]|priceIntegrationRecordsWrapperList|List<AccountCurrentPricesHandler.PriceIntegrationRecordsWrapper>|true|false
12:08:59.259 (2272273594)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:08:59.259 (2272289782)|VARIABLE_ASSIGNMENT|[41]|priceIntegrationRecordsWrapperList|[]|0xe862680
12:08:59.259 (2272297063)|STATEMENT_EXECUTE|[43]
12:08:59.259 (2272339471)|HEAP_ALLOCATE|[43]|Bytes:4
12:08:59.259 (2272365291)|VARIABLE_SCOPE_BEGIN|[43]|checkDuplicateMap|Map<String,AccountCurrentPricesHandler.PriceIntegrationRecordsWrapper>|true|false
12:08:59.259 (2272389641)|VARIABLE_ASSIGNMENT|[43]|checkDuplicateMap|{}|0x6d2b11c1
12:08:59.259 (2272548189)|HEAP_ALLOCATE|[45]|Bytes:5
12:08:59.259 (2272565053)|HEAP_ALLOCATE|[45]|Bytes:76
12:08:59.259 (2272573607)|VARIABLE_SCOPE_BEGIN|[45]|conatinerIntegerationRecord|AccountCurrentPricesHandler.ContainerWrapper|true|false
12:08:59.259 (2272631379)|VARIABLE_ASSIGNMENT|[45]|conatinerIntegerationRecord|{"cleaningAmount":37.00,"code":"11057","depositPrice":1430.0000,"description":"500L REFIL PLASTIC I (8 more) ...","refundPrice":1430.0000,"rentalAmount":0.0,"x_currency":"EUR"}|0x4679dff2
12:08:59.259 (2272640945)|STATEMENT_EXECUTE|[45]
12:08:59.259 (2272643795)|STATEMENT_EXECUTE|[47]
12:08:59.259 (2272650038)|HEAP_ALLOCATE|[47]|Bytes:76
12:08:59.259 (2272660544)|CONSTRUCTOR_ENTRY|[47]|01p7E00000BmRDZ|<init>()|AccountCurrentPricesHandler.ContainerWrapper
12:08:59.259 (2272675429)|VARIABLE_SCOPE_BEGIN|[90]|this|AccountCurrentPricesHandler.ContainerWrapper|true|false
12:08:59.259 (2272699185)|VARIABLE_ASSIGNMENT|[90]|this|{}|0x41a429e0
12:08:59.259 (2272719960)|STATEMENT_EXECUTE|[90]
12:08:59.259 (2272722724)|STATEMENT_EXECUTE|[91]
12:08:59.259 (2272725152)|STATEMENT_EXECUTE|[92]
12:08:59.259 (2272727713)|STATEMENT_EXECUTE|[93]
12:08:59.259 (2272730189)|STATEMENT_EXECUTE|[94]
12:08:59.259 (2272732655)|STATEMENT_EXECUTE|[95]
12:08:59.259 (2272735129)|STATEMENT_EXECUTE|[96]
12:08:59.259 (2272737584)|STATEMENT_EXECUTE|[97]
12:08:59.259 (2272740074)|STATEMENT_EXECUTE|[98]
12:08:59.259 (2272742568)|STATEMENT_EXECUTE|[99]
12:08:59.259 (2272745158)|STATEMENT_EXECUTE|[100]
12:08:59.259 (2272747780)|STATEMENT_EXECUTE|[101]
12:08:59.259 (2272750528)|STATEMENT_EXECUTE|[102]
12:08:59.259 (2272753032)|STATEMENT_EXECUTE|[103]
12:08:59.259 (2272755509)|STATEMENT_EXECUTE|[104]
12:08:59.259 (2272757938)|STATEMENT_EXECUTE|[105]
12:08:59.259 (2272760506)|STATEMENT_EXECUTE|[106]
12:08:59.259 (2272763130)|STATEMENT_EXECUTE|[107]
12:08:59.259 (2272765574)|STATEMENT_EXECUTE|[108]
12:08:59.259 (2272769490)|CONSTRUCTOR_EXIT|[47]|01p7E00000BmRDZ|<init>()|AccountCurrentPricesHandler.ContainerWrapper
12:08:59.259 (2272777097)|VARIABLE_SCOPE_BEGIN|[47]|containerIntegrationWrapperRecord|AccountCurrentPricesHandler.ContainerWrapper|true|false
12:08:59.259 (2272815135)|VARIABLE_ASSIGNMENT|[47]|containerIntegrationWrapperRecord|{}|0x41a429e0
12:08:59.259 (2272829134)|STATEMENT_EXECUTE|[48]
12:08:59.259 (2272841966)|VARIABLE_ASSIGNMENT|[48]|this.code|"11057"|0x41a429e0
12:08:59.259 (2272848357)|STATEMENT_EXECUTE|[49]
12:08:59.259 (2272857512)|VARIABLE_ASSIGNMENT|[49]|this.description|"500L REFIL PLASTIC I (8 more) ..."|0x41a429e0
12:08:59.259 (2272863398)|STATEMENT_EXECUTE|[50]
12:08:59.259 (2272870401)|VARIABLE_ASSIGNMENT|[50]|this.esq|null|0x41a429e0
12:08:59.259 (2272875848)|STATEMENT_EXECUTE|[51]
12:08:59.259 (2272882232)|VARIABLE_ASSIGNMENT|[51]|this.isBulk|null|0x41a429e0
12:08:59.259 (2272888092)|STATEMENT_EXECUTE|[52]
12:08:59.259 (2272894196)|VARIABLE_ASSIGNMENT|[52]|this.packWeight|null|0x41a429e0
12:08:59.259 (2272899721)|STATEMENT_EXECUTE|[53]
12:08:59.259 (2272906313)|VARIABLE_ASSIGNMENT|[53]|this.addressCode|null|0x41a429e0
12:08:59.259 (2272912279)|STATEMENT_EXECUTE|[54]
12:08:59.259 (2272918591)|VARIABLE_ASSIGNMENT|[54]|this.address|null|0x41a429e0
12:08:59.259 (2272924068)|STATEMENT_EXECUTE|[55]
12:08:59.259 (2272930554)|VARIABLE_ASSIGNMENT|[55]|this.isSoldTo|null|0x41a429e0
12:08:59.259 (2272936068)|STATEMENT_EXECUTE|[56]
12:08:59.259 (2272943099)|VARIABLE_ASSIGNMENT|[56]|this.x_currency|"EUR"|0x41a429e0
12:08:59.259 (2272949023)|STATEMENT_EXECUTE|[57]
12:08:59.259 (2272955217)|VARIABLE_ASSIGNMENT|[57]|this.customerGroup|null|0x41a429e0
12:08:59.259 (2272960685)|STATEMENT_EXECUTE|[58]
12:08:59.259 (2272966979)|VARIABLE_ASSIGNMENT|[58]|this.profile|null|0x41a429e0
12:08:59.259 (2272972353)|STATEMENT_EXECUTE|[59]
12:08:59.259 (2272978754)|VARIABLE_ASSIGNMENT|[59]|this.volume|null|0x41a429e0
12:08:59.259 (2272984029)|STATEMENT_EXECUTE|[60]
12:08:59.259 (2272990508)|VARIABLE_ASSIGNMENT|[60]|this.unitOfMeasure|null|0x41a429e0
12:08:59.259 (2272995983)|STATEMENT_EXECUTE|[61]
12:08:59.259 (2273001962)|VARIABLE_ASSIGNMENT|[61]|this.customerPrice|null|0x41a429e0
12:08:59.259 (2273008055)|STATEMENT_EXECUTE|[62]
12:08:59.259 (2273014867)|VARIABLE_ASSIGNMENT|[62]|this.depositPrice|1430.0000|0x41a429e0
12:08:59.259 (2273024019)|STATEMENT_EXECUTE|[63]
12:08:59.259 (2273030816)|VARIABLE_ASSIGNMENT|[63]|this.refundPrice|1430.0000|0x41a429e0
12:08:59.259 (2273039571)|STATEMENT_EXECUTE|[64]
12:08:59.259 (2273046031)|VARIABLE_ASSIGNMENT|[64]|this.cleaningAmount|37.00|0x41a429e0
12:08:59.259 (2273054762)|STATEMENT_EXECUTE|[65]
12:08:59.259 (2273061859)|VARIABLE_ASSIGNMENT|[65]|this.rentalAmount|0.0|0x41a429e0
12:08:59.259 (2273071094)|STATEMENT_EXECUTE|[67]
12:08:59.259 (2273084876)|VARIABLE_SCOPE_BEGIN|[67]|priceIntegrationWrapRecord|AccountCurrentPricesHandler.PriceIntegrationRecordsWrapper|true|false
12:08:59.259 (2273101925)|VARIABLE_ASSIGNMENT|[67]|priceIntegrationWrapRecord|null|
12:08:59.259 (2273147166)|STATEMENT_EXECUTE|[71]
12:08:59.259 (2273151769)|STATEMENT_EXECUTE|[72]
12:08:59.259 (2273159951)|HEAP_ALLOCATE|[72]|Bytes:240
12:08:59.259 (2273168499)|HEAP_ALLOCATE|[72]|Bytes:27
12:08:59.259 (2273179406)|HEAP_ALLOCATE|[72]|Bytes:32
12:08:59.259 (2273193343)|CONSTRUCTOR_ENTRY|[72]|01p7E00000BmRDZ|<init>()|AccountCurrentPricesHandler.PriceIntegrationRecordsWrapper
12:08:59.259 (2273213041)|VARIABLE_SCOPE_BEGIN|[154]|this|AccountCurrentPricesHandler.PriceIntegrationRecordsWrapper|true|false
12:08:59.259 (2273244289)|VARIABLE_ASSIGNMENT|[154]|this|{}|0x4f8ba709
12:08:59.259 (2273253835)|STATEMENT_EXECUTE|[144]
12:08:59.259 (2273258351)|STATEMENT_EXECUTE|[145]
12:08:59.259 (2273261012)|STATEMENT_EXECUTE|[146]
12:08:59.259 (2273263513)|STATEMENT_EXECUTE|[147]
12:08:59.259 (2273265960)|STATEMENT_EXECUTE|[148]
12:08:59.259 (2273268489)|STATEMENT_EXECUTE|[149]
12:08:59.259 (2273270986)|STATEMENT_EXECUTE|[150]
12:08:59.259 (2273273484)|STATEMENT_EXECUTE|[153]
12:08:59.259 (2273288646)|STATEMENT_EXECUTE|[154]
12:08:59.259 (2273291141)|STATEMENT_EXECUTE|[155]
12:08:59.259 (2273301493)|HEAP_ALLOCATE|[155]|Bytes:4
12:08:59.259 (2273352260)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x4f8ba709
12:08:59.259 (2273373247)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:08:59.259 (2273387088)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x1f32acad
12:08:59.259 (2273402068)|VARIABLE_ASSIGNMENT|[153]|this.priceIntegrationTableList|[]|0x4f8ba709
12:08:59.259 (2273416559)|CONSTRUCTOR_EXIT|[72]|01p7E00000BmRDZ|<init>()|AccountCurrentPricesHandler.PriceIntegrationRecordsWrapper
12:08:59.259 (2273444079)|VARIABLE_ASSIGNMENT|[72]|priceIntegrationWrapRecord|{"priceIntegrationTableList":"0x1f32acad"}|0x4f8ba709
12:08:59.259 (2273452292)|STATEMENT_EXECUTE|[73]
12:08:59.259 (2273492492)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"priceIntegrationTableList":"0x1f32acad"}|0x4f8ba709
12:08:59.259 (2273509887)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"500L REFIL PLASTIC I (8 more) ..."
12:08:59.259 (2273524149)|VARIABLE_ASSIGNMENT|[145]|this.lskuName|"500L REFIL PLASTIC I (8 more) ..."|0x4f8ba709
12:08:59.259 (2273536929)|STATEMENT_EXECUTE|[74]
12:08:59.259 (2273571578)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"lskuName":"500L REFIL PLASTIC I (8 more) ...","priceIntegrationTableList":"0x1f32acad"}|0x4f8ba709
12:08:59.259 (2273586056)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|null
12:08:59.259 (2273596633)|VARIABLE_ASSIGNMENT|[146]|this.packWeight|null|0x4f8ba709
12:08:59.259 (2273608626)|STATEMENT_EXECUTE|[75]
12:08:59.259 (2273647671)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"lskuName":"500L REFIL PLASTIC I (8 more) ...","priceIntegrationTableList":"0x1f32acad"}|0x4f8ba709
12:08:59.259 (2273661680)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|null
12:08:59.259 (2273673920)|VARIABLE_ASSIGNMENT|[147]|this.unitOfMeasure|null|0x4f8ba709
12:08:59.259 (2273684416)|STATEMENT_EXECUTE|[76]
12:08:59.259 (2273717756)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"lskuName":"500L REFIL PLASTIC I (8 more) ...","priceIntegrationTableList":"0x1f32acad"}|0x4f8ba709
12:08:59.259 (2273731599)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|null
12:08:59.259 (2273743372)|VARIABLE_ASSIGNMENT|[148]|this.isBulk|null|0x4f8ba709
12:08:59.259 (2273755236)|STATEMENT_EXECUTE|[77]
12:08:59.259 (2273783352)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"lskuName":"500L REFIL PLASTIC I (8 more) ...","priceIntegrationTableList":"0x1f32acad"}|0x4f8ba709
12:08:59.259 (2273794093)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|null
12:08:59.259 (2273807496)|VARIABLE_ASSIGNMENT|[150]|this.esq|null|0x4f8ba709
12:08:59.259 (2273816000)|STATEMENT_EXECUTE|[80]
12:08:59.259 (2273842498)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"lskuName":"500L REFIL PLASTIC I (8 more) ...","priceIntegrationTableList":"0x1f32acad"}|0x4f8ba709
12:08:59.259 (2273861974)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:08:59.259 (2273871434)|STATEMENT_EXECUTE|[81]
12:08:59.259 (2273905303)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
12:08:59.259 (2273932544)|HEAP_ALLOCATE|[45]|Bytes:5
12:08:59.259 (2273945472)|HEAP_ALLOCATE|[45]|Bytes:76
12:08:59.259 (2273953132)|VARIABLE_SCOPE_BEGIN|[45]|conatinerIntegerationRecord|AccountCurrentPricesHandler.ContainerWrapper|true|false
12:08:59.259 (2273994529)|VARIABLE_ASSIGNMENT|[45]|conatinerIntegerationRecord|{"cleaningAmount":37.00,"code":"11050","depositPrice":450.0000,"description":"IBC RMX 1000L CONSIG (2 more) ...","refundPrice":450.0000,"rentalAmount":0.0,"x_currency":"EUR"}|0x2f1e53ac
12:08:59.259 (2274002812)|STATEMENT_EXECUTE|[45]
12:08:59.259 (2274006357)|STATEMENT_EXECUTE|[47]
12:08:59.259 (2274011434)|HEAP_ALLOCATE|[47]|Bytes:76
12:08:59.259 (2274018158)|CONSTRUCTOR_ENTRY|[47]|01p7E00000BmRDZ|<init>()|AccountCurrentPricesHandler.ContainerWrapper
12:08:59.259 (2274025663)|VARIABLE_SCOPE_BEGIN|[90]|this|AccountCurrentPricesHandler.ContainerWrapper|true|false
12:08:59.259 (2274046239)|VARIABLE_ASSIGNMENT|[90]|this|{}|0x7fb97d82
12:08:59.259 (2274062670)|STATEMENT_EXECUTE|[90]
12:08:59.259 (2274065311)|STATEMENT_EXECUTE|[91]
12:08:59.259 (2274067836)|STATEMENT_EXECUTE|[92]
12:08:59.259 (2274070282)|STATEMENT_EXECUTE|[93]
12:08:59.259 (2274072751)|STATEMENT_EXECUTE|[94]
12:08:59.259 (2274075141)|STATEMENT_EXECUTE|[95]
12:08:59.259 (2274077554)|STATEMENT_EXECUTE|[96]
12:08:59.259 (2274079993)|STATEMENT_EXECUTE|[97]
12:08:59.259 (2274082661)|STATEMENT_EXECUTE|[98]
12:08:59.259 (2274085076)|STATEMENT_EXECUTE|[99]
12:08:59.259 (2274087625)|STATEMENT_EXECUTE|[100]
12:08:59.259 (2274090193)|STATEMENT_EXECUTE|[101]
12:08:59.259 (2274092692)|STATEMENT_EXECUTE|[102]
12:08:59.259 (2274095173)|STATEMENT_EXECUTE|[103]
12:08:59.259 (2274097920)|STATEMENT_EXECUTE|[104]
12:08:59.259 (2274100363)|STATEMENT_EXECUTE|[105]
12:08:59.259 (2274102885)|STATEMENT_EXECUTE|[106]
12:08:59.259 (2274105296)|STATEMENT_EXECUTE|[107]
12:08:59.259 (2274107724)|STATEMENT_EXECUTE|[108]
12:08:59.259 (2274111224)|CONSTRUCTOR_EXIT|[47]|01p7E00000BmRDZ|<init>()|AccountCurrentPricesHandler.ContainerWrapper
12:08:59.259 (2274118390)|VARIABLE_SCOPE_BEGIN|[47]|containerIntegrationWrapperRecord|AccountCurrentPricesHandler.ContainerWrapper|true|false
12:08:59.259 (2274138029)|VARIABLE_ASSIGNMENT|[47]|containerIntegrationWrapperRecord|{}|0x7fb97d82
12:08:59.259 (2274144014)|STATEMENT_EXECUTE|[48]
12:08:59.259 (2274152480)|VARIABLE_ASSIGNMENT|[48]|this.code|"11050"|0x7fb97d82
12:08:59.259 (2274158045)|STATEMENT_EXECUTE|[49]
12:08:59.259 (2274166434)|VARIABLE_ASSIGNMENT|[49]|this.description|"IBC RMX 1000L CONSIG (2 more) ..."|0x7fb97d82
12:08:59.259 (2274171889)|STATEMENT_EXECUTE|[50]
12:08:59.259 (2274178245)|VARIABLE_ASSIGNMENT|[50]|this.esq|null|0x7fb97d82
12:08:59.259 (2274183783)|STATEMENT_EXECUTE|[51]
12:08:59.259 (2274189850)|VARIABLE_ASSIGNMENT|[51]|this.isBulk|null|0x7fb97d82
12:08:59.259 (2274195710)|STATEMENT_EXECUTE|[52]
12:08:59.259 (2274201902)|VARIABLE_ASSIGNMENT|[52]|this.packWeight|null|0x7fb97d82
12:08:59.259 (2274207565)|STATEMENT_EXECUTE|[53]
12:08:59.259 (2274213952)|VARIABLE_ASSIGNMENT|[53]|this.addressCode|null|0x7fb97d82
12:08:59.259 (2274219474)|STATEMENT_EXECUTE|[54]
12:08:59.259 (2274225568)|VARIABLE_ASSIGNMENT|[54]|this.address|null|0x7fb97d82
12:08:59.259 (2274230895)|STATEMENT_EXECUTE|[55]
12:08:59.259 (2274236914)|VARIABLE_ASSIGNMENT|[55]|this.isSoldTo|null|0x7fb97d82
12:08:59.259 (2274242186)|STATEMENT_EXECUTE|[56]
12:08:59.259 (2274249239)|VARIABLE_ASSIGNMENT|[56]|this.x_currency|"EUR"|0x7fb97d82
12:08:59.259 (2274254456)|STATEMENT_EXECUTE|[57]
12:08:59.259 (2274260434)|VARIABLE_ASSIGNMENT|[57]|this.customerGroup|null|0x7fb97d82
12:08:59.259 (2274265708)|STATEMENT_EXECUTE|[58]
